Distance_km,Traffic_Density,Road_Type,Time_of_Day,Day_of_Week,Weather,Num_Traffic_Signals,Speed_Limit_kmph,Incident_Type,Population_Density_per_km2,Response_Time_minutes
4.65,High,Residential,Afternoon,Sun,Clear,8,70,Crime,1789,12.88
0.87,High,Primary,Evening,Sun,Rain,4,60,Medical,4904,3.27
2.49,Low,Secondary,Afternoon,Sat,Clear,3,50,Medical,4579,5.79
1.33,Medium,Secondary,Morning,Mon,Clear,3,30,Medical,4346,6.4
3.21,Low,Secondary,Morning,Sat,Clear,5,50,Medical,7997,6.32
0.82,Low,Primary,Morning,Wed,Clear,0,40,Fire,5705,2.12
0.64,High,Primary,Afternoon,Mon,Clear,2,50,Fire,6708,1.89
7.51,Medium,Secondary,Night,Fri,Rain,4,60,Other,200,10.39
0.32,Low,Primary,Evening,Sun,Clear,3,40,Medical,4649,2.67
2.12,Low,Residential,Night,Thu,Clear,2,30,Fire,4265,5.49
0.75,High,Secondary,Night,Thu,Clear,0,40,Medical,8560,3.47
0.12,Medium,Primary,Afternoon,Fri,Clear,2,50,Other,8323,1.16
0.11,Medium,Primary,Morning,Tue,Clear,2,40,Medical,7620,1.36
0.58,Low,Secondary,Evening,Sun,Clear,3,60,Crime,4488,2.15
6.05,Low,Secondary,Night,Sat,Snow,4,50,Crime,2683,9.01
1.0,High,Primary,Afternoon,Mon,Clear,4,50,Medical,3877,3.4
9.01,Medium,Primary,Afternoon,Sun,Clear,3,40,Medical,4773,17.96
2.61,Low,Primary,Morning,Thu,Clear,2,60,Medical,5543,3.19
1.72,Medium,Primary,Afternoon,Fri,Clear,5,50,Other,5511,5.07
2.6,Medium,Secondary,Afternoon,Thu,Clear,4,40,Fire,5171,8.18
2.18,Low,Residential,Afternoon,Sun,Clear,2,50,Crime,5029,4.28
4.27,Low,Secondary,Night,Sun,Clear,1,70,Fire,7547,4.18
1.0,Medium,Residential,Morning,Sun,Rain,2,60,Medical,5583,1.0
1.31,Medium,Primary,Night,Sun,Rain,3,60,Medical,3895,2.04
6.74,Medium,Secondary,Morning,Thu,Clear,3,60,Medical,5872,11.6
8.78,High,Secondary,Night,Sun,Rain,3,50,Medical,6981,22.72
6.69,Low,Secondary,Afternoon,Fri,Clear,7,60,Medical,10007,11.75
1.63,Low,Secondary,Evening,Wed,Clear,2,70,Fire,3827,4.3
4.55,High,Secondary,Morning,Thu,Clear,1,60,Medical,3024,7.99
1.94,Low,Secondary,Evening,Thu,Clear,3,60,Medical,5791,2.58
2.06,Medium,Primary,Night,Tue,Clear,1,60,Medical,2832,1.73
0.69,Medium,Secondary,Morning,Wed,Clear,3,60,Fire,5663,1.68
2.68,Medium,Secondary,Morning,Tue,Rain,1,50,Fire,8895,6.17
0.62,Low,Residential,Afternoon,Fri,Clear,2,40,Other,2769,1.0
1.21,Medium,Secondary,Morning,Sun,Clear,2,60,Medical,4426,1.32
5.79,High,Secondary,Morning,Sun,Rain,4,70,Other,5255,15.24
0.7,Medium,Secondary,Evening,Sat,Clear,2,70,Other,6559,2.81
0.22,Medium,Residential,Morning,Sun,Clear,2,30,Medical,3178,3.29
0.21,Low,Residential,Evening,Mon,Clear,4,60,Other,9017,1.0
8.48,Low,Residential,Night,Fri,Rain,4,60,Medical,6727,13.21
2.12,Low,Secondary,Evening,Wed,Clear,4,50,Medical,5885,6.82
1.58,Low,Primary,Morning,Sat,Clear,4,60,Other,3980,2.86
5.0,High,Secondary,Evening,Fri,Clear,4,50,Crime,435,13.18
5.42,Medium,Secondary,Afternoon,Wed,Clear,1,70,Medical,3324,7.21
1.21,Medium,Residential,Afternoon,Sat,Rain,3,50,Medical,5337,4.72
3.55,Medium,Primary,Afternoon,Tue,Clear,3,40,Medical,7550,7.84
4.42,Low,Secondary,Night,Thu,Rain,0,60,Crime,7670,6.33
3.19,High,Primary,Evening,Fri,Clear,3,50,Fire,6412,10.45
0.49,Low,Residential,Morning,Sun,Clear,4,40,Medical,3616,3.04
6.26,Low,Primary,Afternoon,Fri,Fog,3,60,Medical,12728,12.43
2.32,Medium,Secondary,Afternoon,Sat,Clear,4,50,Fire,3965,4.43
1.0,High,Primary,Night,Thu,Rain,4,70,Other,8481,1.33
1.66,High,Primary,Night,Fri,Clear,4,50,Other,5524,4.91
0.11,Low,Secondary,Afternoon,Sun,Rain,1,60,Crime,3310,1.98
0.41,High,Primary,Afternoon,Fri,Rain,5,40,Other,5236,2.16
4.35,Low,Secondary,Evening,Sat,Fog,2,50,Medical,3899,9.07
0.0,Low,Residential,Afternoon,Mon,Snow,7,50,Other,200,4.77
1.62,High,Residential,Morning,Sat,Clear,1,60,Other,5267,5.35
2.22,High,Primary,Evening,Sat,Clear,2,30,Fire,3514,8.1
0.17,Medium,Residential,Afternoon,Sat,Rain,2,60,Medical,200,1.72
10.84,Medium,Primary,Evening,Mon,Clear,1,50,Crime,200,19.06
0.77,High,Residential,Afternoon,Sun,Clear,3,50,Fire,4213,3.59
1.09,Medium,Residential,Evening,Thu,Clear,5,40,Crime,989,6.85
1.09,High,Primary,Evening,Tue,Clear,1,40,Medical,2543,2.51
0.79,Medium,Secondary,Afternoon,Fri,Clear,4,60,Medical,2305,3.31
0.0,High,Primary,Evening,Sat,Rain,4,60,Other,9386,2.73
3.92,High,Residential,Afternoon,Fri,Clear,3,50,Other,6598,10.16
10.22,Low,Secondary,Morning,Tue,Clear,3,30,Other,4276,22.29
0.76,High,Secondary,Morning,Fri,Clear,1,60,Other,4185,2.0
3.26,Medium,Secondary,Morning,Tue,Rain,2,60,Medical,4269,7.49
4.06,Low,Residential,Morning,Thu,Clear,4,40,Fire,4054,8.75
5.66,Medium,Residential,Evening,Thu,Rain,1,50,Other,5681,16.04
1.65,Low,Secondary,Afternoon,Tue,Clear,5,40,Medical,2876,4.43
1.08,Medium,Secondary,Morning,Tue,Rain,5,60,Medical,1742,5.25
1.18,High,Residential,Evening,Wed,Rain,2,50,Medical,7493,5.62
3.74,Low,Residential,Evening,Mon,Fog,1,50,Medical,2728,8.69
5.09,Low,Primary,Afternoon,Sun,Rain,5,60,Medical,6542,8.01
0.6,High,Primary,Morning,Mon,Clear,1,60,Medical,2541,1.17
1.39,Low,Primary,Morning,Sat,Rain,0,60,Medical,6888,1.17
6.97,Low,Secondary,Afternoon,Fri,Clear,1,60,Other,3898,9.69
4.93,Low,Primary,Night,Fri,Clear,7,60,Medical,4063,6.09
12.57,Medium,Secondary,Morning,Tue,Clear,2,30,Crime,6593,39.57
4.21,Medium,Secondary,Evening,Sat,Clear,2,40,Other,8123,11.25
1.5,High,Secondary,Night,Tue,Rain,5,60,Fire,5969,4.38
2.68,Medium,Secondary,Evening,Mon,Clear,2,40,Medical,5302,10.78
3.25,High,Primary,Afternoon,Sat,Clear,6,60,Medical,3118,8.64
0.25,Medium,Residential,Evening,Sat,Clear,4,50,Crime,4873,1.0
2.36,Low,Residential,Evening,Fri,Clear,4,70,Medical,5441,5.46
3.71,Medium,Secondary,Evening,Sun,Clear,3,50,Medical,7134,9.76
0.55,Medium,Residential,Night,Mon,Clear,4,50,Other,6644,3.53
4.55,Medium,Primary,Afternoon,Thu,Fog,5,60,Crime,6208,10.34
2.63,Low,Residential,Evening,Mon,Rain,1,60,Crime,1440,3.99
9.12,Low,Primary,Night,Mon,Clear,3,50,Fire,8614,11.68
0.13,Low,Secondary,Afternoon,Tue,Clear,2,60,Fire,3024,1.0
0.92,Low,Primary,Evening,Fri,Clear,0,70,Crime,4212,1.0
2.76,Medium,Secondary,Evening,Sun,Clear,0,40,Crime,4144,6.53
1.06,Low,Primary,Evening,Thu,Fog,2,50,Medical,4019,1.0
3.76,Medium,Secondary,Evening,Mon,Clear,2,50,Medical,3429,6.56
4.27,Low,Primary,Morning,Mon,Clear,4,50,Medical,6408,7.29
0.32,Low,Residential,Evening,Tue,Clear,3,50,Crime,3391,1.76
2.16,Medium,Secondary,Evening,Sat,Clear,2,50,Fire,521,6.03
2.13,Low,Primary,Evening,Wed,Clear,2,60,Other,8028,2.41
1.38,High,Primary,Evening,Fri,Clear,5,50,Crime,6468,3.82
8.11,Low,Residential,Morning,Fri,Clear,3,50,Medical,3572,12.15
5.27,Low,Primary,Afternoon,Fri,Clear,1,60,Other,2446,4.15
3.58,High,Secondary,Evening,Mon,Rain,3,60,Other,9856,11.45
3.76,Medium,Secondary,Night,Mon,Clear,2,60,Fire,4411,4.48
1.86,Low,Primary,Morning,Mon,Rain,3,50,Fire,8068,4.16
7.61,Low,Primary,Evening,Sat,Rain,3,70,Fire,4054,7.95
3.56,Medium,Secondary,Evening,Wed,Clear,2,60,Medical,6976,6.86
3.92,High,Primary,Evening,Mon,Clear,2,40,Crime,200,12.7
5.93,High,Primary,Evening,Fri,Clear,2,60,Other,200,10.88
0.96,Low,Primary,Morning,Sat,Clear,4,70,Fire,8098,1.8
4.94,High,Primary,Evening,Fri,Clear,2,50,Medical,6922,12.24
0.65,Low,Primary,Evening,Tue,Clear,3,60,Crime,6465,2.11
1.27,Low,Residential,Evening,Wed,Clear,1,40,Other,4477,3.28
1.23,High,Secondary,Evening,Thu,Clear,3,40,Crime,10715,7.03
11.52,Low,Residential,Afternoon,Mon,Clear,5,60,Medical,1620,14.75
5.83,Low,Primary,Night,Sun,Clear,2,50,Medical,7442,6.19
3.62,Low,Primary,Evening,Thu,Clear,1,50,Medical,5609,4.3
3.9,Low,Residential,Evening,Mon,Fog,3,50,Medical,2427,10.39
2.48,Medium,Secondary,Night,Wed,Clear,3,50,Fire,8392,4.03
8.82,Medium,Primary,Night,Wed,Rain,5,40,Crime,6532,21.49
2.06,Low,Secondary,Evening,Fri,Clear,4,40,Other,5804,6.09
1.44,Medium,Secondary,Evening,Wed,Clear,2,50,Medical,5479,3.22
0.53,High,Residential,Afternoon,Sat,Clear,3,50,Crime,3838,1.0
4.63,High,Primary,Afternoon,Sat,Clear,3,60,Medical,5133,9.91
3.98,Low,Secondary,Afternoon,Sun,Clear,3,50,Medical,5644,3.72
1.46,High,Secondary,Afternoon,Thu,Clear,2,60,Other,9919,1.16
0.08,Medium,Residential,Evening,Thu,Rain,4,50,Medical,1123,2.6
5.48,Low,Residential,Morning,Wed,Clear,3,50,Medical,1355,8.7
0.03,Low,Primary,Night,Thu,Fog,4,60,Medical,4426,1.0
3.65,Low,Secondary,Evening,Sat,Clear,5,60,Other,2579,8.39
10.55,Medium,Residential,Afternoon,Mon,Clear,3,50,Medical,2345,17.58
1.73,Low,Secondary,Afternoon,Tue,Clear,3,50,Medical,7905,4.6
0.8,Medium,Residential,Morning,Sun,Rain,1,60,Fire,5870,2.96
3.66,Low,Residential,Night,Sat,Clear,3,60,Medical,5083,5.41
5.1,High,Primary,Afternoon,Fri,Clear,4,70,Crime,3366,10.5
2.37,Low,Primary,Evening,Tue,Clear,8,60,Medical,6403,4.77
10.24,High,Residential,Evening,Thu,Clear,4,60,Fire,5092,23.64
0.16,High,Primary,Evening,Fri,Clear,3,40,Medical,3980,1.05
2.11,Low,Primary,Afternoon,Sun,Clear,5,50,Medical,7983,5.96
3.8,Medium,Secondary,Morning,Tue,Clear,5,60,Fire,9015,7.42
5.96,Low,Residential,Afternoon,Tue,Clear,1,30,Fire,7821,13.93
0.59,High,Primary,Afternoon,Thu,Rain,1,60,Medical,6619,1.0
4.83,Medium,Secondary,Evening,Fri,Rain,4,70,Medical,5674,7.62
2.41,Low,Primary,Afternoon,Sat,Clear,5,60,Medical,1475,5.59
1.52,Low,Primary,Morning,Sat,Clear,1,60,Fire,6013,2.39
0.42,Low,Primary,Morning,Fri,Clear,6,60,Fire,1865,4.63
6.01,High,Primary,Evening,Tue,Clear,5,60,Medical,6694,13.2
0.51,Medium,Residential,Afternoon,Fri,Clear,2,50,Medical,5648,1.61
1.11,High,Residential,Morning,Sun,Clear,4,50,Medical,2710,4.48
1.03,Low,Residential,Evening,Sat,Rain,2,60,Medical,7089,4.84
6.15,Low,Primary,Morning,Fri,Snow,3,60,Medical,1448,7.79
3.35,High,Secondary,Afternoon,Mon,Clear,3,60,Fire,4204,7.33
4.78,Low,Primary,Afternoon,Thu,Clear,1,50,Other,5721,4.85
0.86,High,Primary,Night,Sat,Clear,5,50,Fire,5166,1.11
2.94,Low,Secondary,Morning,Thu,Clear,3,50,Medical,3067,5.07
2.54,Low,Secondary,Afternoon,Mon,Snow,2,60,Medical,200,4.97
5.37,Medium,Primary,Night,Sun,Clear,5,50,Fire,6449,8.73
7.1,High,Primary,Afternoon,Sun,Clear,0,50,Medical,12523,14.52
0.04,High,Residential,Evening,Tue,Clear,1,40,Medical,6275,1.66
3.36,Low,Secondary,Afternoon,Wed,Rain,3,60,Fire,3358,5.25
0.16,Low,Residential,Morning,Sat,Rain,3,50,Crime,5944,2.02
2.39,Medium,Residential,Evening,Tue,Clear,3,60,Medical,6322,7.47
1.02,Medium,Secondary,Night,Mon,Rain,4,50,Medical,5575,4.24
1.1,Medium,Primary,Afternoon,Fri,Rain,2,60,Medical,4315,3.68
1.31,Low,Residential,Evening,Mon,Clear,4,60,Medical,5969,3.74
2.91,High,Primary,Evening,Thu,Clear,6,50,Fire,5121,6.11
1.22,Medium,Primary,Afternoon,Fri,Clear,4,40,Crime,9826,5.45
3.96,High,Residential,Evening,Tue,Clear,2,50,Other,4134,13.11
1.56,Medium,Secondary,Afternoon,Fri,Clear,1,60,Medical,4986,2.6
0.21,Low,Primary,Afternoon,Thu,Rain,1,60,Fire,2714,1.0
4.59,High,Secondary,Afternoon,Mon,Rain,3,60,Other,5148,13.67
1.01,Medium,Secondary,Night,Sun,Clear,4,70,Crime,6792,2.82
1.7,High,Primary,Afternoon,Tue,Rain,4,60,Fire,4583,4.51
3.47,High,Primary,Evening,Wed,Rain,2,60,Medical,7512,8.76
1.21,Medium,Primary,Morning,Sun,Clear,3,40,Medical,7348,1.89
0.17,Medium,Primary,Afternoon,Wed,Clear,3,50,Medical,6644,1.93
1.4,Low,Residential,Evening,Mon,Clear,2,50,Crime,7910,3.05
8.67,Low,Secondary,Evening,Tue,Clear,2,50,Fire,5482,13.57
3.08,Low,Secondary,Afternoon,Sun,Clear,3,60,Medical,3631,3.24
3.34,Low,Primary,Afternoon,Sun,Clear,8,50,Other,6113,9.42
3.0,Low,Primary,Night,Tue,Rain,7,50,Crime,1603,6.57
0.67,Low,Primary,Morning,Fri,Clear,3,50,Crime,3265,1.48
1.63,Low,Primary,Evening,Sun,Clear,3,40,Crime,5787,2.29
4.17,Low,Primary,Evening,Sat,Fog,4,50,Medical,1093,8.5
0.32,Low,Secondary,Evening,Mon,Rain,3,40,Other,4513,1.88
0.98,Low,Primary,Night,Fri,Rain,3,40,Medical,12063,5.07
0.97,Medium,Residential,Evening,Mon,Clear,2,60,Other,7075,2.21
1.7,Medium,Residential,Afternoon,Thu,Clear,2,50,Other,4526,4.66
11.79,Low,Secondary,Afternoon,Mon,Clear,5,70,Crime,3198,12.67
0.21,Medium,Primary,Afternoon,Fri,Clear,3,30,Crime,6112,1.19
2.19,High,Residential,Morning,Tue,Clear,0,70,Medical,3068,4.97
0.59,Low,Residential,Night,Mon,Clear,3,60,Medical,8969,1.65
10.59,Medium,Primary,Morning,Sun,Fog,3,60,Fire,2285,16.1
0.36,High,Secondary,Evening,Tue,Clear,1,60,Fire,4015,1.0
1.55,High,Residential,Evening,Thu,Clear,4,60,Medical,4480,3.5
4.02,Low,Secondary,Evening,Wed,Clear,3,30,Other,7557,11.64
3.66,Medium,Primary,Evening,Wed,Clear,5,70,Medical,6032,7.78
1.65,Low,Secondary,Evening,Fri,Clear,3,60,Medical,1837,2.71
1.28,Medium,Secondary,Afternoon,Mon,Rain,4,50,Medical,930,5.73
1.52,High,Secondary,Evening,Thu,Clear,4,40,Other,6350,7.24
0.92,Medium,Residential,Afternoon,Thu,Clear,3,60,Medical,616,4.36
0.69,High,Secondary,Night,Tue,Clear,1,50,Medical,4471,1.75
1.98,Low,Primary,Morning,Sat,Rain,5,50,Medical,4366,6.53
0.94,High,Secondary,Afternoon,Sun,Fog,2,70,Crime,4146,2.41
1.02,Medium,Secondary,Afternoon,Fri,Clear,1,40,Fire,5918,4.9
3.21,Low,Primary,Evening,Thu,Clear,1,40,Crime,9770,7.34
10.38,Medium,Primary,Evening,Mon,Clear,1,60,Medical,4599,13.19
2.78,Low,Residential,Morning,Thu,Rain,8,50,Fire,4453,4.69
0.24,Low,Secondary,Morning,Wed,Clear,4,50,Other,1651,1.87
0.24,High,Primary,Afternoon,Fri,Rain,2,50,Medical,5224,1.0
9.07,Low,Primary,Afternoon,Tue,Fog,5,60,Other,3806,16.28
1.06,Medium,Secondary,Afternoon,Sun,Clear,4,50,Other,5656,4.4
0.29,Low,Secondary,Afternoon,Mon,Clear,4,60,Medical,5875,1.54
2.74,Low,Primary,Evening,Wed,Clear,2,60,Medical,5546,3.58
2.93,High,Secondary,Afternoon,Thu,Clear,2,50,Medical,1104,6.81
3.14,Low,Primary,Night,Fri,Rain,0,60,Crime,4689,5.06
0.93,Medium,Primary,Afternoon,Fri,Clear,0,50,Fire,4383,1.71
0.05,Medium,Secondary,Evening,Mon,Clear,4,50,Medical,3280,1.77
10.06,Medium,Primary,Evening,Tue,Clear,9,40,Other,4534,25.71
0.87,High,Residential,Afternoon,Wed,Clear,4,60,Medical,5760,4.56
3.38,Medium,Primary,Afternoon,Sat,Clear,6,60,Medical,4264,6.16
3.68,Low,Secondary,Afternoon,Tue,Clear,2,60,Medical,6727,5.82
2.82,High,Primary,Morning,Sun,Clear,2,60,Fire,4873,4.76
1.13,Low,Primary,Afternoon,Sun,Clear,2,60,Fire,6144,1.37
0.95,Medium,Residential,Afternoon,Mon,Clear,3,50,Medical,2693,3.88
2.73,High,Secondary,Morning,Mon,Fog,5,70,Medical,6875,7.03
6.03,Medium,Secondary,Afternoon,Wed,Rain,3,50,Fire,6794,13.81
8.8,High,Secondary,Afternoon,Fri,Clear,2,60,Other,3384,18.95
0.34,Medium,Secondary,Morning,Fri,Rain,3,30,Crime,6267,3.01
0.5,High,Residential,Morning,Wed,Clear,0,60,Fire,7404,2.8
8.69,High,Secondary,Evening,Tue,Clear,2,50,Medical,4672,21.04
4.0,Low,Secondary,Evening,Sun,Clear,3,40,Fire,200,8.36
6.44,Low,Residential,Night,Wed,Clear,5,40,Medical,7705,14.21
0.68,Medium,Residential,Morning,Sat,Clear,1,50,Crime,5075,2.0
2.66,Medium,Primary,Morning,Fri,Clear,1,60,Medical,4660,4.08
3.62,Low,Secondary,Morning,Tue,Clear,5,60,Medical,4653,7.25
3.42,Low,Primary,Afternoon,Thu,Clear,2,50,Medical,5462,6.03
1.57,Low,Primary,Evening,Tue,Rain,1,60,Medical,3133,4.2
0.05,High,Secondary,Afternoon,Sun,Clear,1,40,Medical,11677,1.0
2.62,Medium,Residential,Evening,Fri,Clear,1,40,Medical,4846,7.38
0.88,Low,Secondary,Evening,Mon,Rain,4,50,Medical,8914,4.07
1.79,Low,Secondary,Night,Tue,Clear,3,40,Fire,5743,3.48
9.48,Low,Primary,Morning,Sun,Snow,6,60,Other,4735,14.65
1.53,Low,Secondary,Morning,Tue,Rain,7,50,Fire,3591,4.52
5.49,Low,Residential,Afternoon,Mon,Clear,3,60,Other,5211,5.12
0.63,High,Primary,Morning,Fri,Clear,3,60,Medical,5201,2.71
3.35,High,Primary,Night,Thu,Fog,2,50,Medical,200,5.34
11.32,Low,Secondary,Afternoon,Thu,Clear,2,50,Crime,2468,15.0
0.32,Low,Secondary,Evening,Sun,Clear,2,50,Medical,4890,2.54
0.03,Low,Secondary,Afternoon,Wed,Rain,3,60,Fire,5022,1.0
1.71,Medium,Secondary,Morning,Thu,Clear,4,50,Medical,200,4.45
0.29,Low,Secondary,Morning,Thu,Clear,4,50,Fire,4722,4.54
4.14,Low,Primary,Afternoon,Tue,Rain,2,60,Other,7675,6.26
7.38,Low,Residential,Evening,Wed,Clear,0,70,Crime,5563,9.85
1.71,Medium,Primary,Night,Thu,Clear,3,60,Other,5886,4.35
0.9,Medium,Primary,Evening,Tue,Clear,4,50,Medical,8160,2.5
1.71,Medium,Secondary,Afternoon,Wed,Rain,4,60,Medical,8762,3.25
3.86,Low,Residential,Morning,Tue,Clear,1,50,Medical,3963,6.44
0.03,High,Residential,Evening,Mon,Clear,5,50,Fire,9203,2.93
2.67,High,Secondary,Morning,Fri,Clear,6,60,Medical,1462,6.07
2.85,Low,Primary,Night,Fri,Clear,3,60,Other,4024,2.56
3.05,Low,Primary,Afternoon,Fri,Clear,1,40,Fire,9550,6.09
0.83,Medium,Primary,Morning,Thu,Clear,6,40,Fire,6362,4.26
3.76,Low,Residential,Afternoon,Fri,Snow,3,60,Crime,2809,7.63
0.29,Low,Residential,Night,Fri,Clear,1,60,Crime,3088,2.01
0.67,Medium,Residential,Afternoon,Wed,Clear,3,60,Fire,5839,1.69
6.3,Medium,Primary,Afternoon,Sun,Clear,3,50,Other,4079,8.41
4.03,Low,Secondary,Morning,Wed,Fog,3,60,Medical,8448,6.61
0.04,Medium,Secondary,Evening,Sat,Clear,2,50,Medical,285,1.0
0.86,High,Secondary,Morning,Wed,Clear,5,50,Fire,9679,3.44
0.72,Low,Secondary,Evening,Thu,Clear,5,60,Medical,5971,2.33
0.95,Medium,Residential,Night,Sun,Clear,4,50,Fire,1336,1.0
0.85,Low,Primary,Night,Sat,Clear,2,60,Fire,6623,2.53
0.19,Low,Primary,Morning,Sat,Clear,2,50,Fire,1229,1.0
1.84,Medium,Primary,Evening,Fri,Clear,3,60,Medical,1679,1.16
3.96,Low,Primary,Morning,Thu,Clear,4,60,Fire,4303,5.67
2.8,Low,Primary,Evening,Sun,Clear,3,50,Medical,8655,1.83
3.35,Low,Primary,Evening,Sun,Clear,2,60,Crime,2752,3.77
0.25,Medium,Primary,Afternoon,Thu,Clear,3,50,Other,7718,3.51
9.08,Medium,Secondary,Night,Thu,Clear,3,50,Fire,9917,13.02
5.47,Low,Residential,Evening,Thu,Clear,3,60,Fire,5958,9.93
4.91,Medium,Residential,Afternoon,Thu,Clear,2,50,Medical,7210,9.44
5.19,Low,Primary,Evening,Thu,Clear,2,70,Medical,2111,5.36
8.1,Medium,Primary,Morning,Sat,Clear,2,60,Medical,5771,11.06
2.36,Low,Primary,Afternoon,Fri,Clear,2,50,Crime,8137,2.52
0.67,Medium,Residential,Morning,Wed,Clear,3,70,Fire,6345,1.0
2.88,High,Secondary,Night,Sat,Clear,6,50,Medical,3854,6.19
4.07,High,Primary,Afternoon,Tue,Clear,3,60,Other,6015,7.36
4.02,Low,Residential,Evening,Sun,Clear,3,40,Other,4265,9.44
2.21,High,Primary,Evening,Tue,Clear,5,30,Medical,8434,8.14
0.21,Low,Residential,Evening,Tue,Clear,5,50,Medical,2557,2.59
1.39,High,Primary,Evening,Sun,Clear,3,30,Crime,4930,7.49
7.61,Low,Primary,Afternoon,Mon,Rain,5,50,Medical,9405,12.02
2.63,Low,Secondary,Evening,Wed,Clear,6,50,Medical,3977,4.81
2.32,Low,Residential,Afternoon,Fri,Clear,1,60,Other,7652,2.96
0.94,Low,Residential,Evening,Thu,Clear,1,50,Fire,5557,2.24
1.38,Medium,Secondary,Morning,Tue,Clear,2,50,Medical,7815,2.76
6.77,High,Primary,Afternoon,Sun,Clear,3,50,Medical,4848,15.85
3.29,Medium,Secondary,Night,Wed,Clear,2,50,Crime,3579,6.66
4.64,Medium,Residential,Afternoon,Fri,Clear,6,50,Medical,3561,10.56
1.82,Medium,Secondary,Afternoon,Tue,Rain,5,50,Medical,6942,4.85
2.98,Low,Residential,Morning,Wed,Clear,3,40,Medical,3979,5.69
0.86,Low,Secondary,Morning,Sun,Clear,1,50,Crime,9437,1.44
3.67,Low,Secondary,Morning,Sat,Clear,1,50,Fire,6703,7.95
1.67,Low,Secondary,Evening,Fri,Clear,3,40,Medical,4171,3.66
1.75,Low,Secondary,Night,Sun,Rain,4,50,Crime,9087,6.11
3.14,Low,Residential,Afternoon,Sat,Clear,1,70,Medical,4678,2.21
8.26,Low,Secondary,Afternoon,Wed,Clear,2,50,Medical,274,10.62
0.2,Low,Secondary,Evening,Thu,Clear,8,70,Medical,4118,4.76
5.22,High,Primary,Afternoon,Wed,Clear,0,50,Medical,1701,9.54
1.04,Low,Primary,Night,Wed,Fog,5,50,Other,5877,4.02
1.76,Medium,Residential,Afternoon,Mon,Clear,2,60,Medical,3078,3.33
0.07,Medium,Primary,Afternoon,Thu,Clear,2,50,Fire,7155,1.09
1.07,Medium,Residential,Afternoon,Sat,Clear,4,50,Medical,4261,3.22
2.1,Low,Secondary,Evening,Wed,Clear,3,60,Other,11984,3.24
0.17,Low,Residential,Evening,Thu,Clear,3,30,Other,5906,2.38
2.03,Low,Residential,Morning,Wed,Rain,1,60,Other,6256,3.97
7.86,Low,Secondary,Morning,Sun,Clear,6,60,Fire,6512,10.97
0.33,Low,Residential,Night,Thu,Clear,6,40,Crime,5734,1.37
4.34,Medium,Primary,Evening,Fri,Clear,4,50,Crime,8176,9.24
1.58,Medium,Secondary,Morning,Sun,Clear,6,60,Medical,5869,4.32
3.19,Medium,Residential,Evening,Tue,Clear,2,50,Medical,5866,7.72
0.9,Low,Primary,Evening,Mon,Clear,2,50,Medical,6010,1.0
0.52,Low,Secondary,Afternoon,Tue,Clear,1,60,Other,7999,1.0
0.52,High,Residential,Morning,Wed,Fog,3,50,Medical,3796,3.94
0.22,Low,Residential,Evening,Wed,Clear,0,60,Medical,200,1.0
0.62,Medium,Primary,Morning,Fri,Rain,0,40,Other,5804,2.98
3.27,Medium,Secondary,Evening,Wed,Clear,5,50,Medical,6608,8.53
6.4,Low,Primary,Morning,Sat,Clear,4,30,Medical,2531,12.82
5.05,Low,Secondary,Evening,Thu,Clear,3,40,Crime,2306,10.69
3.47,Medium,Secondary,Morning,Sat,Clear,1,40,Crime,2770,7.95
0.35,Low,Secondary,Morning,Tue,Clear,3,60,Fire,1217,2.79
1.02,Low,Secondary,Afternoon,Sun,Clear,5,70,Medical,6425,1.74
1.11,Low,Primary,Morning,Wed,Clear,0,50,Medical,7910,1.0
0.86,Low,Primary,Afternoon,Fri,Clear,6,40,Medical,2404,3.51
2.17,Medium,Primary,Afternoon,Mon,Rain,2,50,Other,6287,3.38
2.3,High,Secondary,Night,Sat,Clear,3,40,Medical,5518,4.48
1.32,Low,Residential,Evening,Tue,Clear,8,50,Crime,3538,4.43
1.31,High,Primary,Evening,Fri,Clear,4,50,Other,7761,5.95
5.29,High,Primary,Morning,Fri,Clear,5,30,Crime,11052,21.66
4.67,High,Secondary,Afternoon,Tue,Rain,4,70,Medical,1778,12.67
1.1,High,Secondary,Morning,Fri,Rain,4,50,Medical,5467,5.25
7.35,Low,Primary,Evening,Sun,Clear,2,60,Medical,4902,10.08
9.16,Low,Primary,Afternoon,Sun,Clear,4,50,Medical,5227,11.3
1.19,Medium,Primary,Evening,Mon,Clear,2,40,Fire,4274,2.97
1.31,Medium,Primary,Afternoon,Mon,Clear,2,40,Medical,6605,5.27
2.11,High,Primary,Night,Wed,Clear,3,50,Fire,5429,4.14
8.5,High,Primary,Morning,Thu,Clear,2,50,Medical,1580,15.0
6.27,Medium,Secondary,Morning,Wed,Clear,2,70,Crime,4885,10.42
0.32,Low,Secondary,Evening,Thu,Rain,1,50,Fire,5750,1.38
1.5,Low,Primary,Night,Tue,Clear,3,60,Fire,8220,4.01
2.42,Low,Secondary,Evening,Fri,Clear,5,40,Medical,4014,3.89
2.1,Medium,Secondary,Morning,Wed,Clear,4,60,Fire,5426,3.12
0.65,Medium,Residential,Afternoon,Fri,Clear,3,50,Medical,2827,3.33
5.87,High,Primary,Night,Wed,Snow,5,60,Other,8529,15.03
3.39,Medium,Secondary,Morning,Wed,Clear,1,50,Medical,5304,5.97
